計測時刻,PM2.5(μg/㎥),PM10(PM2.5は除く)(μg/㎥),VOC(ppb),UV(Index),温度(℃),湿度(％),照度(lx),気圧(hPa)
2018/10/07 11:44,20,18,8,0,28.0,64.2,17,1005.3
2018/10/07 12:14,17,14,8,0,27.9,64.1,13,1005.1
2018/10/07 12:44,18,7,14,0,27.8,64.3,9,1004.9
2018/10/07 13:14,17,13,14,0,27.8,62.7,7,1004.8
2018/10/07 13:44,18,10,17,0,27.9,61.7,5,1004.7
2018/10/07 14:14,12,13,15,0,27.7,61.4,4,1004.7
2018/10/07 14:44,19,10,14,0,27.4,60.8,4,1004.8
2018/10/07 15:14,14,12,21,0,27.2,60.5,3,1004.9
2018/10/07 15:44,17,9,22,0,26.8,60.4,3,1005.1
2018/10/07 16:14,16,9,30,0,26.6,60.1,11,1005.6
2018/10/07 16:44,13,11,48,0,26.6,60.4,7,1006.0
2018/10/07 17:14,19,12,58,0,27.2,61.4,12,1006.5
2018/10/07 17:44,18,13,55,0,27.1,60.4,12,1006.8
2018/10/07 18:14,15,13,73,0,27.1,63.6,12,1007.3
2018/10/07 18:44,19,15,60,0,27.1,66.9,11,1007.8
2018/10/07 19:14,19,16,54,0,27.0,66.2,12,1008.2
2018/10/07 19:44,22,16,45,0,26.8,61.1,11,1008.6
2018/10/07 20:14,17,12,57,0,27.2,61.3,12,1008.9
2018/10/07 20:44,18,19,35,0,27.6,58.9,12,1009.3
2018/10/07 21:14,14,11,33,0,27.9,57.9,12,1009.5
2018/10/07 21:44,16,12,30,0,28.0,57.6,12,1009.6
2018/10/07 22:14,17,13,34,0,28.2,56.9,11,1009.7
2018/10/07 22:44,20,12,27,0,28.1,56.4,11,1009.7
2018/10/07 23:14,18,11,29,0,28.0,55.8,11,1009.7
2018/10/07 23:44,17,23,23,0,27.8,55.0,11,1009.8
2018/10/08 00:14,18,28,9,0,27.5,53.8,11,1010.0
2018/10/08 00:44,13,12,9,0,27.3,53.8,11,1010.3
2018/10/08 01:14,20,10,5,0,27.1,54.4,11,1010.3
2018/10/08 01:44,17,11,1,0,27.1,54.3,0,1010.5
2018/10/08 02:14,16,12,1,0,26.8,54.8,0,1010.7
2018/10/08 02:44,14,10,1,0,26.6,55.5,0,1010.7
2018/10/08 03:14,16,6,0,0,26.6,55.6,0,1010.7
2018/10/08 03:44,15,9,0,0,26.3,56.5,0,1011.0
2018/10/08 04:14,14,11,2,0,26.3,56.7,0,1011.3
2018/10/08 04:44,18,11,0,0,26.3,56.9,0,1011.6
2018/10/08 05:14,18,10,0,0,26.2,57.2,0,1011.7
2018/10/08 05:44,17,9,0,0,26.0,58.1,0,1012.0
2018/10/08 06:14,16,8,0,0,25.9,58.3,0,1012.3
2018/10/08 06:44,14,10,5,0,25.7,59.1,0,1012.5
2018/10/08 07:14,16,9,12,0,25.8,59.5,0,1012.8
2018/10/08 07:44,12,9,8,0,26.0,59.1,1,1013.2
2018/10/08 08:14,16,9,6,0,25.8,59.9,2,1013.4
2018/10/08 08:44,14,9,6,0,25.8,60.2,1,1013.7
2018/10/08 09:14,15,9,1,0,25.8,59.8,1,1013.9
2018/10/08 09:44,12,16,1,0,25.7,59.7,2,1014.1
2018/10/08 10:14,16,9,4,0,25.8,59.8,14,1014.1
2018/10/08 10:44,17,8,8,0,26.0,61.4,13,1014.1
2018/10/08 11:14,15,12,5,0,26.2,60.8,19,1014.0
2018/10/08 11:44,12,8,8,0,26.2,60.9,8,1013.7
2018/10/08 12:14,16,7,10,0,26.4,59.8,8,1013.4
2018/10/08 12:44,12,7,14,0,26.5,60.0,5,1013.3
2018/10/08 13:14,16,8,15,0,26.5,60.4,6,1013.2
2018/10/08 13:44,18,14,12,0,26.6,60.2,5,1013.1
2018/10/08 14:14,15,11,14,0,26.8,59.7,6,1013.1
2018/10/08 14:44,16,8,14,0,26.8,59.6,6,1012.9
2018/10/08 15:14,18,9,16,0,26.9,59.0,4,1013.1
2018/10/08 15:44,17,12,18,0,27.0,58.4,3,1013.2
2018/10/08 16:14,26,28,19,0,26.9,59.2,8,1013.4
2018/10/08 16:44,17,18,25,0,27.1,57.7,4,1013.4
2018/10/08 17:14,17,9,23,0,26.7,58.2,1,1013.6
2018/10/08 17:44,16,9,25,0,26.6,58.3,12,1013.6
2018/10/08 18:14,17,9,32,0,26.6,57.8,12,1013.8
2018/10/08 18:44,18,9,28,0,26.6,57.6,11,1014.0
2018/10/08 19:14,18,8,29,0,26.5,57.5,12,1014.2
2018/10/08 19:44,19,12,29,0,26.3,58.3,11,1014.5
2018/10/08 20:14,35,46,34,0,26.4,57.7,11,1014.6
2018/10/08 20:44,16,29,35,0,26.5,57.1,11,1014.7
2018/10/08 21:14,14,11,33,0,26.5,57.6,11,1014.7
2018/10/08 21:43,14,10,40,0,26.3,57.8,11,1014.7
2018/10/08 22:14,16,10,44,0,26.2,57.6,11,1014.6
2018/10/08 22:44,15,10,31,0,26.1,57.3,11,1014.5
2018/10/08 23:14,15,12,28,0,26.0,57.8,11,1014.2
2018/10/08 23:44,16,14,23,0,25.9,57.9,11,1014.0
2018/10/09 00:14,16,9,44,0,25.8,58.1,11,1014.1
2018/10/09 00:44,17,13,34,0,25.6,58.2,11,1013.8
2018/10/09 01:14,16,8,24,0,25.6,58.2,0,1013.7
2018/10/09 01:44,17,9,22,0,25.6,58.8,0,1013.6
2018/10/09 02:14,12,8,17,0,25.6,59.2,0,1013.5
2018/10/09 02:44,18,9,13,0,25.6,59.3,0,1013.4
2018/10/09 03:14,12,9,9,0,25.4,59.8,0,1013.5
2018/10/09 03:44,11,9,7,0,25.4,59.5,0,1013.4
2018/10/09 04:14,15,8,9,0,25.3,59.5,0,1013.6
2018/10/09 04:44,14,9,6,0,25.2,59.5,0,1013.9
2018/10/09 05:14,17,8,3,0,25.0,60.3,0,1014.0
2018/10/09 05:44,15,8,0,0,25.0,60.0,0,1013.7
2018/10/09 06:14,15,8,0,0,24.9,60.3,0,1014.0
2018/10/09 06:44,15,9,6,0,24.8,61.1,15,1014.2
2018/10/09 07:14,17,15,19,0,25.0,62.3,11,1014.3
2018/10/09 07:44,14,7,41,0,25.1,62.9,24,1014.5
2018/10/09 08:14,15,10,59,0,25.4,62.4,20,1014.5
2018/10/09 08:44,16,9,56,0,25.7,61.8,18,1014.4
2018/10/09 09:14,14,9,51,0,26.1,61.1,8,1014.6
2018/10/09 09:44,16,6,38,0,26.5,60.5,18,1014.6
2018/10/09 10:14,14,10,33,0,26.8,59.9,8,1014.6
2018/10/09 10:44,14,10,33,0,27.2,59.2,5,1014.4
2018/10/09 11:14,16,14,25,0,27.3,58.7,8,1013.9
2018/10/09 11:44,18,10,24,0,27.5,58.4,6,1013.3
2018/10/09 12:14,13,7,19,0,27.7,58.4,12,1013.2
2018/10/09 12:44,18,9,19,0,27.8,58.6,9,1013.0
2018/10/09 13:14,18,13,12,0,27.8,59.2,4,1012.8
2018/10/09 13:44,16,12,10,0,27.8,58.8,3,1012.8
2018/10/09 14:14,14,7,3,0,27.8,58.5,3,1012.5
2018/10/09 14:44,19,10,3,0,27.8,58.4,3,1012.8
2018/10/09 15:14,15,13,2,0,27.7,58.2,2,1012.9
2018/10/09 15:44,16,10,1,0,27.6,58.3,2,1013.1
2018/10/09 16:14,17,11,2,0,27.4,59.1,1,1013.2
2018/10/09 16:44,16,12,8,0,27.3,59.5,1,1013.4
2018/10/09 17:14,17,12,8,0,27.2,59.6,0,1013.5
2018/10/09 17:44,16,8,8,0,27.0,60.6,0,1013.7
2018/10/09 18:14,16,9,3,0,26.9,60.8,0,1014.0
2018/10/09 18:44,17,13,3,0,26.9,61.1,0,1014.4
2018/10/09 19:14,15,15,6,0,26.8,61.4,0,1014.6
2018/10/09 19:44,18,16,10,0,26.7,62.4,12,1014.8
2018/10/09 20:14,17,19,16,0,26.6,62.7,12,1014.8
2018/10/09 20:44,19,14,24,0,26.7,62.6,11,1015.0
2018/10/09 21:14,18,16,20,0,26.6,62.4,11,1015.2
2018/10/09 21:44,19,12,13,0,26.6,62.3,11,1015.3
2018/10/09 22:14,20,12,9,0,26.5,62.5,11,1015.4
2018/10/09 22:44,18,10,6,0,26.4,62.8,11,1015.2
2018/10/09 23:14,17,13,11,0,26.4,62.4,11,1014.9
2018/10/09 23:44,16,13,17,0,26.3,62.6,0,1014.7
2018/10/10 00:14,17,14,19,0,26.2,62.2,0,1014.8
2018/10/10 00:44,16,8,19,0,26.1,62.4,0,1014.8
2018/10/10 01:14,17,10,15,0,26.1,61.9,0,1014.7
2018/10/10 01:44,15,16,19,0,25.8,62.4,0,1014.5
2018/10/10 02:14,16,10,11,0,25.7,62.3,0,1014.6
2018/10/10 02:44,14,11,7,0,25.6,62.1,0,1014.5
2018/10/10 03:14,13,10,3,0,25.5,62.0,0,1014.2
2018/10/10 03:44,15,13,0,0,25.4,62.0,0,1014.3
2018/10/10 04:14,18,10,2,0,25.3,62.0,0,1014.2
2018/10/10 04:44,16,10,0,0,25.2,61.9,0,1014.3
2018/10/10 05:14,15,9,0,0,25.1,62.1,0,1014.4
2018/10/10 05:44,15,8,1,0,25.0,62.3,0,1014.4
2018/10/10 06:14,17,8,4,0,25.0,62.7,4,1014.5
2018/10/10 06:44,13,14,8,0,25.0,63.5,23,1015.1
2018/10/10 07:14,16,10,18,0,25.2,64.4,32,1015.0
2018/10/10 07:44,13,11,66,0,25.6,63.8,26,1014.9
2018/10/10 08:14,15,8,67,0,25.9,63.3,22,1014.8
2018/10/10 08:44,15,7,62,0,26.0,63.0,9,1015.0
2018/10/10 09:14,16,11,47,0,26.2,62.6,18,1015.1
2018/10/10 09:44,16,13,43,0,26.6,61.7,17,1015.0
2018/10/10 10:14,14,9,33,0,26.8,61.3,17,1015.1
2018/10/10 10:44,16,11,33,0,27.0,60.9,16,1015.0
2018/10/10 11:14,15,9,26,0,27.5,59.8,19,1014.8
2018/10/10 11:44,16,11,26,0,27.6,59.7,16,1014.3
2018/10/10 12:14,12,9,21,0,27.8,58.8,12,1013.8
2018/10/10 12:44,16,8,20,0,27.9,58.4,9,1013.5
2018/10/10 13:14,17,8,22,0,27.9,58.0,7,1013.2
2018/10/10 13:44,13,13,23,0,28.0,57.4,5,1013.1
2018/10/10 14:14,18,12,22,0,28.0,57.4,4,1012.8
2018/10/10 14:44,14,9,20,0,27.9,57.9,4,1013.2
2018/10/10 15:14,16,11,15,0,27.7,58.5,3,1013.1
2018/10/10 15:44,15,11,15,0,27.6,58.5,2,1013.1
2018/10/10 16:14,16,10,15,0,27.7,58.4,2,1013.2
2018/10/10 16:44,19,13,14,0,27.6,58.7,0,1013.2
2018/10/10 17:14,12,12,12,0,27.5,58.5,0,1013.5
2018/10/10 17:44,15,12,18,0,27.4,58.7,0,1013.4
2018/10/10 18:14,17,13,15,0,27.1,59.8,11,1013.7
2018/10/10 18:44,69,64,34,0,27.0,60.9,11,1013.7
2018/10/10 19:14,27,37,34,0,27.6,59.6,12,1013.9
2018/10/10 19:44,23,17,14,0,27.2,60.3,11,1014.2
2018/10/10 20:14,20,22,15,0,26.9,60.9,11,1014.3
2018/10/10 20:44,16,13,14,0,26.7,61.5,11,1014.5
2018/10/10 21:14,17,14,8,0,26.6,61.9,11,1014.5
2018/10/10 21:44,17,20,6,0,26.5,62.1,11,1014.3
2018/10/10 22:14,17,12,3,0,26.3,62.5,11,1014.2
2018/10/10 22:44,18,15,9,0,26.3,63.2,11,1014.4
2018/10/10 23:14,16,9,9,0,26.3,63.2,11,1014.0
2018/10/10 23:44,17,10,8,0,26.2,63.3,0,1014.1
2018/10/11 00:14,19,11,4,0,26.1,63.7,0,1013.5
2018/10/11 00:44,18,9,0,0,26.0,63.9,0,1013.6
2018/10/11 01:14,16,12,0,0,25.8,65.0,0,1013.4
2018/10/11 01:44,14,12,3,0,25.7,65.8,0,1013.6
2018/10/11 02:14,12,8,0,0,25.7,65.7,0,1013.5
2018/10/11 02:44,16,12,0,0,25.6,66.1,0,1013.2
2018/10/11 03:14,15,10,0,0,25.4,66.5,0,1012.8
2018/10/11 03:44,15,10,0,0,25.3,66.8,0,1013.0
2018/10/11 04:14,17,8,3,0,25.3,66.6,0,1013.3
2018/10/11 04:44,13,13,1,0,25.2,67.6,0,1013.3
2018/10/11 05:14,13,10,1,0,25.1,68.2,0,1013.0
2018/10/11 05:44,15,11,0,0,25.0,68.5,0,1013.1
2018/10/11 06:14,15,14,0,0,24.9,68.5,0,1013.0
2018/10/11 06:44,16,16,1,0,25.0,68.2,0,1013.0
2018/10/11 07:14,17,9,5,0,25.0,69.7,5,1013.3
2018/10/11 07:44,20,13,16,0,24.9,70.0,2,1013.4
2018/10/11 08:14,16,14,17,0,25.0,69.7,4,1013.5
2018/10/11 08:44,18,13,12,0,24.9,70.5,11,1013.4
2018/10/11 09:14,16,13,17,0,24.8,70.7,10,1013.4
2018/10/11 09:44,17,17,15,0,24.8,70.8,17,1013.4
2018/10/11 10:14,19,16,12,0,24.9,70.7,15,1013.1
2018/10/11 10:44,19,15,12,0,24.8,71.0,10,1012.9
2018/10/11 11:14,16,18,11,0,24.9,71.2,7,1012.9
2018/10/11 11:44,17,18,7,0,24.8,71.9,20,1012.8
2018/10/11 12:14,15,12,7,0,24.8,72.0,10,1012.4
2018/10/11 12:44,15,15,9,0,24.9,71.4,10,1012.0
2018/10/11 13:14,18,15,9,0,25.0,71.1,11,1011.5
2018/10/11 13:44,18,15,10,0,25.0,71.1,18,1011.1
2018/10/11 14:14,18,13,9,0,25.0,71.1,8,1011.1
2018/10/11 14:44,17,12,9,0,24.9,71.7,6,1011.0
2018/10/11 15:14,17,11,7,0,25.0,71.4,16,1010.9
2018/10/11 15:44,19,12,7,0,24.9,71.7,12,1010.7
2018/10/11 16:14,16,14,7,0,25.1,71.3,3,1010.5
2018/10/11 16:44,17,14,7,0,24.9,71.5,0,1010.7
2018/10/11 17:14,19,15,8,0,25.0,70.7,0,1010.7
2018/10/11 17:44,17,13,8,0,24.8,71.1,0,1011.0
2018/10/11 18:14,21,13,9,0,25.0,71.1,12,1010.9
2018/10/11 18:44,17,13,21,0,25.1,70.8,12,1011.0
2018/10/11 19:14,17,10,27,0,25.2,69.8,12,1011.0
2018/10/11 19:44,14,7,30,0,25.3,69.5,11,1011.1
2018/10/11 20:14,16,13,36,0,25.4,69.0,11,1011.2
2018/10/11 20:44,15,11,37,0,25.5,68.8,11,1011.3
2018/10/11 21:14,15,11,43,0,25.5,68.7,12,1011.2
2018/10/11 21:44,18,11,50,0,25.7,68.2,0,1011.2
2018/10/11 22:14,14,15,54,0,25.7,68.2,11,1011.0
2018/10/11 22:44,15,12,54,0,25.6,68.4,11,1010.9
2018/10/11 23:14,15,12,53,0,25.8,68.0,11,1010.7
2018/10/11 23:44,17,11,51,0,25.9,67.6,11,1010.6
2018/10/12 00:14,16,11,50,0,26.0,67.4,11,1010.3
2018/10/12 00:44,17,14,42,0,26.1,67.1,12,1010.4
2018/10/12 01:14,19,12,44,0,26.1,66.9,11,1010.5
2018/10/12 01:44,17,14,44,0,26.1,66.8,11,1010.4
2018/10/12 02:14,21,13,41,0,26.0,66.8,11,1010.4
2018/10/12 02:44,19,14,44,0,25.9,66.9,11,1010.4
2018/10/12 03:14,19,16,52,0,25.7,67.4,11,1010.5
2018/10/12 03:44,17,13,65,0,25.7,67.0,0,1010.5
2018/10/12 04:14,15,14,59,0,25.5,67.4,0,1011.2
2018/10/12 04:44,15,12,49,0,25.4,67.5,0,1011.4
2018/10/12 05:14,17,11,42,0,25.2,67.8,0,1011.8
2018/10/12 05:44,16,17,44,0,25.2,67.8,0,1011.8
2018/10/12 06:14,17,13,40,0,25.1,67.9,0,1011.9
2018/10/12 06:44,16,11,36,0,25.1,68.0,0,1012.1
2018/10/12 07:14,16,12,35,0,25.1,68.2,2,1012.5
2018/10/12 07:44,16,10,65,0,25.1,68.6,5,1012.1
2018/10/12 08:14,15,13,92,0,25.0,68.4,6,1012.5
2018/10/12 08:44,17,12,80,0,24.9,68.3,11,1012.4
2018/10/12 09:14,15,10,74,0,24.9,68.3,6,1013.8
2018/10/12 09:44,19,10,76,0,24.9,68.0,3,1014.1
2018/10/12 10:14,15,11,77,0,24.8,68.5,13,1013.8
2018/10/12 10:44,17,11,69,0,24.8,68.6,16,1013.9
2018/10/12 11:14,15,11,62,0,24.7,68.6,20,1014.1
2018/10/12 11:44,16,9,56,0,24.8,68.2,24,1014.1
2018/10/12 12:14,13,9,51,0,24.8,67.9,16,1014.0
2018/10/12 12:44,15,8,47,0,24.8,67.6,15,1014.2
2018/10/12 13:14,14,11,41,0,24.9,66.7,19,1014.3
2018/10/12 13:44,16,10,37,0,24.7,67.0,19,1014.5
2018/10/12 14:14,14,9,34,0,24.9,65.7,11,1015.1
2018/10/12 14:44,14,9,30,0,24.8,65.8,15,1015.6
2018/10/12 15:14,15,10,31,0,24.8,65.3,13,1015.8
2018/10/12 15:44,15,12,29,0,24.7,65.3,7,1016.2
2018/10/12 16:14,13,9,27,0,24.7,64.9,0,1016.6
2018/10/12 16:44,16,11,23,0,24.5,65.3,0,1016.9
2018/10/12 17:14,21,12,25,0,24.7,64.1,0,1017.0
2018/10/12 17:44,17,8,26,0,24.7,63.3,0,1017.5
2018/10/12 18:14,16,8,25,0,24.5,63.0,13,1018.1
2018/10/12 18:44,20,20,31,0,24.7,60.3,13,1018.6
2018/10/12 19:14,17,15,40,0,24.7,60.0,13,1018.9
2018/10/12 19:44,11,9,44,0,24.8,60.2,11,1019.2
2018/10/12 20:14,17,11,42,0,24.9,59.9,11,1019.4
2018/10/12 20:44,18,10,40,0,24.8,60.1,11,1019.7
2018/10/12 21:14,12,9,39,0,24.8,59.4,11,1020.1
2018/10/12 21:44,14,9,39,0,24.8,59.0,11,1020.3
2018/10/12 22:14,18,8,40,0,24.7,58.9,11,1020.6
2018/10/12 22:44,13,9,37,0,24.7,58.7,11,1020.6
2018/10/12 23:14,19,9,33,0,24.6,58.5,11,1020.7
2018/10/12 23:44,16,7,36,0,24.5,58.7,11,1020.4
2018/10/13 00:14,11,12,37,0,24.6,57.8,11,1020.6
2018/10/13 00:44,17,10,35,0,24.4,57.9,11,1020.6
2018/10/13 01:14,14,11,35,0,24.2,58.2,11,1020.7
2018/10/13 01:44,16,11,46,0,24.2,57.7,12,1020.6
2018/10/13 02:14,17,9,46,0,24.4,57.1,11,1021.0
2018/10/13 02:44,16,11,42,0,24.3,56.7,0,1020.8
2018/10/13 03:14,17,12,36,0,24.4,56.5,11,1020.8
2018/10/13 03:44,14,8,28,0,24.1,56.3,0,1020.8
2018/10/13 04:14,14,8,24,0,23.9,56.0,0,1020.7
2018/10/13 04:44,11,10,2,0,23.7,56.1,0,1021.4
2018/10/13 05:14,13,9,0,0,23.5,55.8,0,1021.8
2018/10/13 05:44,13,8,0,0,23.3,56.2,0,1021.7
2018/10/13 06:14,13,11,3,0,23.1,56.1,0,1021.8
2018/10/13 06:44,19,8,4,0,23.0,56.1,0,1022.2
2018/10/13 07:14,15,9,4,0,23.0,55.5,0,1022.7
2018/10/13 07:44,14,8,2,0,22.9,55.6,1,1023.0
2018/10/13 08:14,15,10,7,0,22.7,55.9,4,1022.9
2018/10/13 08:44,16,9,8,0,22.8,55.4,3,1023.0
2018/10/13 09:14,15,7,10,0,22.7,56.2,4,1023.0
2018/10/13 09:44,16,7,10,0,22.8,55.8,3,1022.8
2018/10/13 10:14,15,9,9,0,22.8,55.7,4,1022.9
2018/10/13 10:44,13,8,8,0,22.8,55.6,3,1023.2
2018/10/13 11:14,11,13,7,0,22.8,55.6,3,1022.9
2018/10/13 11:44,15,10,8,0,22.7,57.2,14,1022.4
2018/10/13 12:14,14,8,10,0,22.7,58.1,12,1022.0
2018/10/13 12:44,15,8,9,0,23.3,56.6,13,1021.5
2018/10/13 13:14,10,8,13,0,23.6,56.1,13,1021.4
2018/10/13 13:44,16,10,16,0,23.9,58.0,18,1021.3
2018/10/13 14:14,13,5,30,0,24.0,57.7,16,1021.5
2018/10/13 14:44,15,12,32,0,24.3,56.5,18,1021.2
2018/10/13 15:14,10,8,35,0,24.3,56.0,14,1021.3
2018/10/13 15:44,14,8,37,0,24.4,55.4,11,1021.3
2018/10/13 16:14,14,9,37,0,24.6,54.7,7,1021.3
2018/10/13 16:44,14,5,33,0,24.7,54.4,2,1021.4
2018/10/13 17:14,17,10,30,0,24.9,53.8,11,1021.6
2018/10/13 17:44,15,9,37,0,24.8,53.3,13,1021.4
2018/10/13 18:14,18,11,38,0,24.8,54.3,12,1021.6
2018/10/13 18:44,22,12,47,0,24.8,55.3,12,1021.7
2018/10/13 19:14,18,11,54,0,25.0,54.6,12,1021.7
2018/10/13 19:44,16,11,54,0,25.1,53.9,13,1021.5
2018/10/13 20:14,17,15,43,0,25.1,53.2,12,1021.4
2018/10/13 20:44,15,10,44,0,25.2,53.0,11,1021.3
2018/10/13 21:14,15,10,47,0,25.2,52.7,12,1021.5
2018/10/13 21:44,13,11,54,0,25.1,52.7,11,1021.3
2018/10/13 22:14,12,12,54,0,25.1,52.7,11,1021.1
2018/10/13 22:44,16,9,60,0,25.0,52.7,11,1021.2
2018/10/13 23:14,14,10,55,0,24.9,52.9,11,1020.6
2018/10/13 23:44,16,9,45,0,24.7,53.2,11,1020.4
2018/10/14 00:14,13,8,41,0,24.9,52.9,12,1020.3
2018/10/14 00:44,13,9,36,0,24.5,53.2,0,1020.4
2018/10/14 01:14,13,10,26,0,24.3,53.1,0,1020.4
2018/10/14 01:44,13,10,28,0,23.9,53.7,0,1020.5
2018/10/14 02:14,12,10,22,0,23.9,53.5,0,1019.9
2018/10/14 02:44,19,8,25,0,23.7,53.8,0,1019.9
2018/10/14 03:14,15,6,20,0,23.6,54.0,0,1020.1
2018/10/14 03:44,14,11,17,0,23.5,54.3,0,1018.8
2018/10/14 04:14,16,9,12,0,23.4,54.6,0,1019.8
2018/10/14 04:44,12,12,14,0,23.3,55.0,0,1020.1
2018/10/14 05:14,14,9,15,0,23.2,55.4,0,1019.5
2018/10/14 05:44,15,12,14,0,23.1,55.6,0,1018.8
2018/10/14 06:14,14,9,10,0,23.0,55.8,0,1018.7
2018/10/14 06:44,16,7,8,0,22.9,56.0,0,1019.4
2018/10/14 07:14,16,10,13,0,22.8,56.3,6,1019.2
2018/10/14 07:44,11,13,13,0,23.0,56.4,7,1019.6
2018/10/14 08:14,16,10,11,0,23.0,56.2,40,1019.6
2018/10/14 08:44,15,9,10,0,23.0,56.5,14,1019.5
2018/10/14 09:14,19,9,9,0,23.0,56.7,48,1019.4
2018/10/14 09:44,15,10,10,0,23.2,56.8,39,1019.1
2018/10/14 10:14,18,6,10,0,23.3,56.9,32,1019.0
2018/10/14 10:44,16,9,10,0,23.4,56.8,32,1018.8
2018/10/14 11:14,13,10,12,0,23.5,56.8,18,1018.6
2018/10/14 11:44,14,7,7,0,23.6,56.7,17,1018.4
2018/10/14 12:14,23,13,9,0,23.8,57.3,9,1018.4
2018/10/14 12:44,42,32,25,0,24.0,58.2,28,1017.9
2018/10/14 13:14,23,27,36,0,25.0,56.2,28,1017.6
2018/10/14 13:44,20,16,25,0,24.8,56.6,8,1017.5
2018/10/14 14:14,16,13,28,0,24.8,56.6,7,1017.6
2018/10/14 14:44,21,14,27,0,24.9,56.7,8,1017.7
2018/10/14 15:14,18,10,28,0,25.0,56.8,6,1018.2
2018/10/14 15:44,19,13,28,0,25.0,57.1,4,1018.3
2018/10/14 16:14,16,8,29,0,25.0,57.1,2,1018.2
2018/10/14 16:44,15,11,30,0,25.1,57.2,1,1018.3
2018/10/14 17:14,17,7,26,0,25.1,57.4,12,1018.2
2018/10/14 17:44,18,10,26,0,25.0,57.0,14,1018.3
2018/10/14 18:14,16,11,40,0,25.1,58.5,12,1018.5
2018/10/14 18:44,16,10,57,0,25.0,58.9,12,1018.8
2018/10/14 19:14,14,8,71,0,25.0,58.9,12,1018.9
2018/10/14 19:44,19,8,84,0,25.0,58.6,12,1019.1
2018/10/14 20:14,15,9,122,0,24.9,59.4,11,1019.1
2018/10/14 20:44,15,7,137,0,25.0,58.2,11,1018.8
2018/10/14 21:14,16,15,155,0,24.9,58.3,12,1018.9
2018/10/14 21:44,15,13,157,0,24.8,58.3,12,1018.8
2018/10/14 22:14,14,11,202,0,24.7,58.6,11,1018.7
2018/10/14 22:44,16,10,281,0,24.6,58.5,11,1019.0
2018/10/14 23:14,13,15,241,0,24.4,58.2,11,1019.0
2018/10/14 23:44,17,10,185,0,24.2,58.8,11,1018.9
2018/10/15 00:14,13,8,182,0,24.2,59.0,11,1019.0
2018/10/15 00:44,16,10,167,0,24.0,59.7,11,1018.7
2018/10/15 01:14,11,10,146,0,24.0,59.8,11,1018.7
2018/10/15 01:44,17,6,128,0,24.1,59.2,0,1018.4
2018/10/15 02:14,14,6,93,0,23.9,59.3,0,1018.5
2018/10/15 02:44,12,8,67,0,23.8,59.3,0,1018.2
2018/10/15 03:14,12,9,60,0,23.8,59.1,0,1018.1
2018/10/15 03:44,17,14,45,0,23.7,59.0,0,1018.1
2018/10/15 04:14,15,9,34,0,23.6,58.9,0,1017.9
2018/10/15 04:44,15,7,25,0,23.5,59.2,0,1018.4
2018/10/15 05:14,14,10,20,0,23.3,59.2,0,1018.5
2018/10/15 05:44,15,11,23,0,23.2,59.2,0,1018.2
2018/10/15 06:14,14,8,11,0,23.0,59.8,0,1018.4
2018/10/15 06:44,18,9,10,0,22.9,59.6,0,1018.7
2018/10/15 07:14,15,14,16,0,22.9,61.2,8,1019.1
2018/10/15 07:44,16,13,43,0,22.9,61.5,27,1019.1
2018/10/15 08:14,14,11,62,0,22.9,61.3,20,1019.2
2018/10/15 08:44,14,12,56,0,22.8,61.7,16,1018.9
2018/10/15 09:14,17,9,46,0,22.9,62.1,48,1018.7
2018/10/15 09:44,13,10,45,0,23.2,61.5,45,1018.2
2018/10/15 10:14,14,8,41,0,23.4,61.2,36,1018.0
2018/10/15 10:44,13,9,31,0,23.7,60.4,30,1018.1
2018/10/15 11:14,16,10,26,0,23.7,60.1,15,1017.7
2018/10/15 11:44,15,10,21,0,23.6,60.3,27,1017.2
2018/10/15 12:14,13,10,21,0,23.8,59.9,39,1016.9
2018/10/15 12:44,12,11,18,0,23.7,60.4,26,1016.5
2018/10/15 13:14,15,9,15,0,23.8,59.9,18,1016.1
2018/10/15 13:44,16,10,14,0,23.7,59.8,14,1015.9
2018/10/15 14:14,16,14,15,0,23.9,58.9,15,1015.6
2018/10/15 14:44,16,10,15,0,23.8,59.3,17,1015.2
2018/10/15 15:14,13,10,15,0,23.8,59.4,6,1015.5
2018/10/15 15:44,17,11,14,0,23.8,59.4,3,1015.2
2018/10/15 16:14,15,11,15,0,23.8,59.5,2,1015.4
2018/10/15 16:44,17,14,13,0,23.7,59.6,0,1015.4
2018/10/15 17:14,15,10,13,0,23.6,59.7,0,1015.6
2018/10/15 17:44,13,12,13,0,23.6,59.7,0,1015.5
2018/10/15 18:14,14,10,15,0,23.5,60.7,12,1015.5
2018/10/15 18:44,15,9,41,0,23.8,60.4,11,1015.6
2018/10/15 19:14,13,12,81,0,24.0,60.2,12,1015.9
2018/10/15 19:44,18,11,86,0,24.2,59.9,11,1015.9
2018/10/15 20:14,15,12,101,0,24.2,60.1,11,1015.9
2018/10/15 20:44,16,10,96,0,24.2,60.4,11,1016.0
2018/10/15 21:14,16,11,82,0,24.3,60.7,12,1015.7
2018/10/15 21:44,19,15,74,0,24.4,61.1,11,1015.4
2018/10/15 22:14,18,16,68,0,24.3,61.3,11,1015.4
2018/10/15 22:44,17,11,67,0,24.6,60.2,11,1015.5
2018/10/15 23:14,16,12,61,0,24.6,60.5,11,1015.3
2018/10/15 23:44,15,14,56,0,24.7,59.4,11,1014.9
